ID dispositivo:,Tipo dispositivo,Fecha,DG,T0,T1,T2,V1_M1,V2_M1,V3_M1,I1_M1,I2_M1,I3_M1,V1_M2,V2_M2,V3_M2,I1_M2,I2_M2,I3_M2,V1_M3,V2_M3,V3_M3,I1_M3,I2_M3,I3_M3,P1,P2
20650,DL:0.1.0:AT.1.0.0,2022-5-27 0:0:4,35.25,0.00,0.00,17.343,-0.750,3.338,20.681,16.593,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20650,DL:0.1.0:AT.1.0.0,2022-5-27 0:0:9,35.25,0.00,0.00,17.359,-0.767,3.325,20.684,16.592,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20650,DL:0.1.0:AT.1.0.0,2022-5-27 0:0:14,35.25,0.00,0.00,17.361,-0.771,3.323,20.684,16.590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20650,DL:0.1.0:AT.1.0.0,2022-5-27 0:0:19,35.25,0.00,0.00,17.372,-0.785,3.313,20.685,16.587,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20650,DL:0.1.0:AT.1.0.0,2022-5-27 0:0:24,35.25,0.00,0.00,17.379,-0.791,3.308,20.687,16.589,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20650,DL:0.1.0:AT.1.0.0,2022-5-27 0:0:29,35.25,0.00,0.00,17.334,-0.741,3.354,20.687,16.592,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20650,DL:0.1.0:AT.1.0.0,2022-5-27 0:0:34,35.25,0.00,0.00,17.349,-0.759,3.341,20.690,16.590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20650,DL:0.1.0:AT.1.0.0,2022-5-27 0:0:39,35.25,0.00,0.00,17.376,-0.788,3.314,20.690,16.587,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20650,DL:0.1.0:AT.1.0.0,2022-5-27 0:0:45,35.25,0.00,0.00,17.360,-0.774,3.332,20.692,16.586,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20650,DL:0.1.0:AT.1.0.0,2022-5-27 0:0:50,35.25,0.00,0.00,17.342,-0.757,3.351,20.693,16.585,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
